Asset Location,Asset IP Address,Asset Alternate IPv4 Addresses,Asset Names,Asset Risk Score,Asset OS Name,Vulnerability Title,Vulnerability PCI Compliance Status,Vulnerability CVSS Score,Vulnerability CVSSv3 Score,Vulnerability Description,Vulnerability ID,Service Port,Vulnerability Solution,Vulnerability Proof,Vulnerability Published Date,Vulnerable Since,Vulnerability Age,Vulnerability CVE IDs,Vulnerability CVE URLs
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,User umask value is unsafe,Fail,4.4,0.0,"The umask value for the account used to scan this device was found to be unsafe. The umask value determines the file permission for newly created files. It specifies the permissions which should not be given by default to the newly created file. Although the default value of umask in most unix systems is 022, it is a common practice to set it to 077 to be safe.",unix-umask-unsafe,0,"Reset umask value


 To ensure complete access control over newly created files, set the umask value to 077 for root and other user accounts for both interactive and non-interactive processes. The umask value for interactive processes is typically set via PAM. See 'man 8 pam_umask'. For non-interactive processes, /etc/login.defs is a common location for controlling umask on Linux systems. In both cases, you may need to consult your operating system's documentation for the correct file(s) and settings. For Red Hat Enterprise Linux and derivative distributions the umask value is set in /etc/profile and /etc/bashrc shell configuration files. See the  Red Hat manual (https://access.redhat.com/documentation/en-US/Red_Hat_Enterprise_Linux/7/html/System_Administrators_Guide/s1-users-tools.html#s2-setting-default-permissions-for-new-files-using-umask)  for more details.",The umask value was found to be 0027 but was expected to be 0077,2005-01-15,2022-05-01,43 Days,,
Des Moines,10.10.1.147,,"l1paavc01.eservices.coop.org,l1pwavc01.corp.coop.org.domaindnszones.corp.coop.org","3,584",Red Hat Enterprise Linux,User home directory mode unsafe,Pass,2.1,0.0,"A user's home directory was found to have a permission mode which is more permissive than 750 (Owner=READ/WRITE/EXECUTE, Group=READ/EXECUTE, Other=NONE). ""Group"" or ""Other"" WRITE permissions means that a malicious user may gain complete access to user data by escalating privileges. In addition ""read"" and ""execute"" access for ""Other"" should always be disabled (sensitive data access).",unix-user-home-dir-mode,0,"Restrict User's home directory mode


Restrict the user home directory mode to at most 750 using the command: 

chmod 750 userDir",The permissions for home directory of user unbound was found to be 755 which is more permissive than 750.,2005-01-15,2022-05-29,15 Days,,
Des Moines,10.10.1.147,,"l1paavc01.eservices.coop.org,l1pwavc01.corp.coop.org.domaindnszones.corp.coop.org","3,584",Red Hat Enterprise Linux,World writable files exist,Pass,3.6,0.0,World writable files were found on the system. A file that can be written by any user on the system could be a serious security flaw.,unix-world-writable-files,0,"Remove world write permissions


For each world-writable file, determine whether there is a good reason for it to be world writable. If not, remove world write permissions for the file.","The following world writable files were found.
 * /home/sysadmin/scripts/McAfee/install.sh (-rwxrwxrwx)

 * /home/sysadmin/scripts/config_securetty.sh (-rwxrwxrwx)

 * /tmp/.kuseqnum (-rw-rw-rw-)

 * /tmp/.seqnum (-rw-rw-rw-)

 * /var/lib/rhsm/cache/current_owner.json (-rw-rw-rw-)",2005-01-15,2022-05-29,15 Days,,
Des Moines,10.10.4.87,,"l1pwavc01.corp.coop.ort.corp.coop.org.domaindnszones.corp.coop.org,l1pwavc01.eservices.coop.org","3,584",Red Hat Enterprise Linux,User home directory mode unsafe,Pass,2.1,0.0,"A user's home directory was found to have a permission mode which is more permissive than 750 (Owner=READ/WRITE/EXECUTE, Group=READ/EXECUTE, Other=NONE). ""Group"" or ""Other"" WRITE permissions means that a malicious user may gain complete access to user data by escalating privileges. In addition ""read"" and ""execute"" access for ""Other"" should always be disabled (sensitive data access).",unix-user-home-dir-mode,0,"Restrict User's home directory mode


Restrict the user home directory mode to at most 750 using the command: 

chmod 750 userDir",The permissions for home directory of user unbound was found to be 755 which is more permissive than 750.,2005-01-15,2022-05-29,15 Days,,
Des Moines,10.10.4.87,,"l1pwavc01.corp.coop.ort.corp.coop.org.domaindnszones.corp.coop.org,l1pwavc01.eservices.coop.org","3,584",Red Hat Enterprise Linux,World writable files exist,Pass,3.6,0.0,World writable files were found on the system. A file that can be written by any user on the system could be a serious security flaw.,unix-world-writable-files,0,"Remove world write permissions


For each world-writable file, determine whether there is a good reason for it to be world writable. If not, remove world write permissions for the file.","The following world writable files were found.
 * /home/sysadmin/scripts/McAfee/install.sh (-rwxrwxrwx)

 * /home/sysadmin/scripts/config_securetty.sh (-rwxrwxrwx)

 * /tmp/.kuseqnum (-rw-rw-rw-)

 * /tmp/.seqnum (-rw-rw-rw-)

 * /var/lib/rhsm/cache/current_owner.json (-rw-rw-rw-)",2005-01-15,2022-05-29,15 Days,,
Des Moines,10.10.1.148,,"l1paavc02.corp.coop.org.domaindnszones.corp.coop.org,l1paavc02.eservices.coop.org","3,584",Red Hat Enterprise Linux,User home directory mode unsafe,Pass,2.1,0.0,"A user's home directory was found to have a permission mode which is more permissive than 750 (Owner=READ/WRITE/EXECUTE, Group=READ/EXECUTE, Other=NONE). ""Group"" or ""Other"" WRITE permissions means that a malicious user may gain complete access to user data by escalating privileges. In addition ""read"" and ""execute"" access for ""Other"" should always be disabled (sensitive data access).",unix-user-home-dir-mode,0,"Restrict User's home directory mode


Restrict the user home directory mode to at most 750 using the command: 

chmod 750 userDir",The permissions for home directory of user unbound was found to be 755 which is more permissive than 750.,2005-01-15,2022-06-05,8 Days,,
Des Moines,10.10.1.148,,"l1paavc02.corp.coop.org.domaindnszones.corp.coop.org,l1paavc02.eservices.coop.org","3,584",Red Hat Enterprise Linux,World writable files exist,Pass,3.6,0.0,World writable files were found on the system. A file that can be written by any user on the system could be a serious security flaw.,unix-world-writable-files,0,"Remove world write permissions


For each world-writable file, determine whether there is a good reason for it to be world writable. If not, remove world write permissions for the file.","The following world writable files were found.
 * /home/sysadmin/scripts/McAfee/install.sh (-rwxrwxrwx)

 * /home/sysadmin/scripts/config_securetty.sh (-rwxrwxrwx)

 * /tmp/.kuseqnum (-rw-rw-rw-)

 * /tmp/.seqnum (-rw-rw-rw-)

 * /var/lib/rhsm/cache/current_owner.json (-rw-rw-rw-)",2005-01-15,2022-06-05,8 Days,,
Des Moines,10.10.4.88,,"l1pwavc02.corp.coop.org.corp.coop.org.domaindnszones.corp.coop.org,l1pwavc02.eservices.coop.org","3,584",Red Hat Enterprise Linux,User home directory mode unsafe,Pass,2.1,0.0,"A user's home directory was found to have a permission mode which is more permissive than 750 (Owner=READ/WRITE/EXECUTE, Group=READ/EXECUTE, Other=NONE). ""Group"" or ""Other"" WRITE permissions means that a malicious user may gain complete access to user data by escalating privileges. In addition ""read"" and ""execute"" access for ""Other"" should always be disabled (sensitive data access).",unix-user-home-dir-mode,0,"Restrict User's home directory mode


Restrict the user home directory mode to at most 750 using the command: 

chmod 750 userDir",The permissions for home directory of user unbound was found to be 755 which is more permissive than 750.,2005-01-15,2022-05-29,15 Days,,
Des Moines,10.10.4.88,,"l1pwavc02.corp.coop.org.corp.coop.org.domaindnszones.corp.coop.org,l1pwavc02.eservices.coop.org","3,584",Red Hat Enterprise Linux,World writable files exist,Pass,3.6,0.0,World writable files were found on the system. A file that can be written by any user on the system could be a serious security flaw.,unix-world-writable-files,0,"Remove world write permissions


For each world-writable file, determine whether there is a good reason for it to be world writable. If not, remove world write permissions for the file.","The following world writable files were found.
 * /home/sysadmin/scripts/McAfee/install.sh (-rwxrwxrwx)

 * /home/sysadmin/scripts/config_securetty.sh (-rwxrwxrwx)

 * /tmp/.kuseqnum (-rw-rw-rw-)

 * /tmp/.seqnum (-rw-rw-rw-)

 * /var/lib/rhsm/cache/current_owner.json (-rw-rw-rw-)",2005-01-15,2022-05-29,15 Days,,
Des Moines,10.10.0.97,,l1pdavc02.eservices.coop.org,"3,440",Red Hat Enterprise Linux,User home directory mode unsafe,Pass,2.1,0.0,"A user's home directory was found to have a permission mode which is more permissive than 750 (Owner=READ/WRITE/EXECUTE, Group=READ/EXECUTE, Other=NONE). ""Group"" or ""Other"" WRITE permissions means that a malicious user may gain complete access to user data by escalating privileges. In addition ""read"" and ""execute"" access for ""Other"" should always be disabled (sensitive data access).",unix-user-home-dir-mode,0,"Restrict User's home directory mode


Restrict the user home directory mode to at most 750 using the command: 

chmod 750 userDir",The permissions for home directory of user unbound was found to be 755 which is more permissive than 750.,2005-01-15,2022-05-29,15 Days,,
Des Moines,10.10.0.97,,l1pdavc02.eservices.coop.org,"3,440",Red Hat Enterprise Linux,User home directory mode unsafe,Pass,2.1,0.0,"A user's home directory was found to have a permission mode which is more permissive than 750 (Owner=READ/WRITE/EXECUTE, Group=READ/EXECUTE, Other=NONE). ""Group"" or ""Other"" WRITE permissions means that a malicious user may gain complete access to user data by escalating privileges. In addition ""read"" and ""execute"" access for ""Other"" should always be disabled (sensitive data access).",unix-user-home-dir-mode,0,"Restrict User's home directory mode


Restrict the user home directory mode to at most 750 using the command: 

chmod 750 userDir",The permissions for home directory of user splunk was found to be 755 which is more permissive than 750.,2005-01-15,2022-05-29,15 Days,,
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,User home directory mode unsafe,Pass,2.1,0.0,"A user's home directory was found to have a permission mode which is more permissive than 750 (Owner=READ/WRITE/EXECUTE, Group=READ/EXECUTE, Other=NONE). ""Group"" or ""Other"" WRITE permissions means that a malicious user may gain complete access to user data by escalating privileges. In addition ""read"" and ""execute"" access for ""Other"" should always be disabled (sensitive data access).",unix-user-home-dir-mode,0,"Restrict User's home directory mode


Restrict the user home directory mode to at most 750 using the command: 

chmod 750 userDir",The permissions for home directory of user unbound was found to be 755 which is more permissive than 750.,2005-01-15,2022-05-01,43 Days,,
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,User home directory mode unsafe,Pass,2.1,0.0,"A user's home directory was found to have a permission mode which is more permissive than 750 (Owner=READ/WRITE/EXECUTE, Group=READ/EXECUTE, Other=NONE). ""Group"" or ""Other"" WRITE permissions means that a malicious user may gain complete access to user data by escalating privileges. In addition ""read"" and ""execute"" access for ""Other"" should always be disabled (sensitive data access).",unix-user-home-dir-mode,0,"Restrict User's home directory mode


Restrict the user home directory mode to at most 750 using the command: 

chmod 750 userDir",The permissions for home directory of user splunk was found to be 755 which is more permissive than 750.,2005-01-15,2022-05-01,43 Days,,
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU January 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21293)",Pass,5.0,5.3,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Libraries). Supported versions that are affected are Oracle Java SE: 7u321, 8u311, 11.0.13, 17.01; Oracle GraalVM Enterprise Edition: 20.3.4 and 21.3.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized ability to cause a partial denial of service (partial DOS) of Oracle Java SE, Oracle GraalVM Enterprise Edition. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 5.3 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L).",jre-vuln-cve-2022-21293,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.311 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/OPatch/jre/lib/rt.jar)",2022-02-03,2022-05-01,43 Days,CVE-2022-21293,http://nvd.nist.gov/vuln/detail/CVE-2022-21293
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU January 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21294)",Pass,5.0,5.3,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Libraries). Supported versions that are affected are Oracle Java SE: 7u321, 8u311, 11.0.13, 17.01; Oracle GraalVM Enterprise Edition: 20.3.4 and 21.3.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized ability to cause a partial denial of service (partial DOS) of Oracle Java SE, Oracle GraalVM Enterprise Edition. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 5.3 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L).",jre-vuln-cve-2022-21294,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.311 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/OPatch/jre/lib/rt.jar)",2022-02-03,2022-05-01,43 Days,CVE-2022-21294,http://nvd.nist.gov/vuln/detail/CVE-2022-21294
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU January 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21296)",Fail,5.0,5.3,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: JAXP). Supported versions that are affected are Oracle Java SE: 7u321, 8u311, 11.0.13, 17.01; Oracle GraalVM Enterprise Edition: 20.3.4 and 21.3.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized read access to a subset of Oracle Java SE, Oracle GraalVM Enterprise Edition accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 5.3 (Confidentiality impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N).",jre-vuln-cve-2022-21296,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.311 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/OPatch/jre/lib/rt.jar)",2022-02-03,2022-05-01,43 Days,CVE-2022-21296,http://nvd.nist.gov/vuln/detail/CVE-2022-21296
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU January 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21291)",Fail,5.0,5.3,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Hotspot). Supported versions that are affected are Oracle Java SE: 7u321, 8u311, 11.0.13, 17.01; Oracle GraalVM Enterprise Edition: 20.3.4 and 21.3.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized update, insert or delete access to some of Oracle Java SE, Oracle GraalVM Enterprise Edition accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 5.3 (Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N).",jre-vuln-cve-2022-21291,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.311 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/OPatch/jre/lib/rt.jar)",2022-02-03,2022-05-01,43 Days,CVE-2022-21291,http://nvd.nist.gov/vuln/detail/CVE-2022-21291
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU January 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21299)",Pass,5.0,5.3,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: JAXP). Supported versions that are affected are Oracle Java SE: 7u321, 8u311, 11.0.13, 17.01; Oracle GraalVM Enterprise Edition: 20.3.4 and 21.3.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized ability to cause a partial denial of service (partial DOS) of Oracle Java SE, Oracle GraalVM Enterprise Edition. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 5.3 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L).",jre-vuln-cve-2022-21299,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.311 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/OPatch/jre/lib/rt.jar)",2022-02-03,2022-05-01,43 Days,CVE-2022-21299,http://nvd.nist.gov/vuln/detail/CVE-2022-21299
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU January 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21282)",Fail,5.0,5.3,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: JAXP). Supported versions that are affected are Oracle Java SE: 7u321, 8u311, 11.0.13, 17.01; Oracle GraalVM Enterprise Edition: 20.3.4 and 21.3.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized read access to a subset of Oracle Java SE, Oracle GraalVM Enterprise Edition accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 5.3 (Confidentiality impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N).",jre-vuln-cve-2022-21282,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.311 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/OPatch/jre/lib/rt.jar)",2022-02-03,2022-05-01,43 Days,CVE-2022-21282,http://nvd.nist.gov/vuln/detail/CVE-2022-21282
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU January 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21248)",Fail,4.3,3.7,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Serialization). Supported versions that are affected are Oracle Java SE: 7u321, 8u311, 11.0.13, 17.01; Oracle GraalVM Enterprise Edition: 20.3.4 and 21.3.0. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized update, insert or delete access to some of Oracle Java SE, Oracle GraalVM Enterprise Edition accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 3.7 (Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N).",jre-vuln-cve-2022-21248,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.311 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/OPatch/jre/lib/rt.jar)",2022-02-03,2022-05-01,43 Days,CVE-2022-21248,http://nvd.nist.gov/vuln/detail/CVE-2022-21248
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU January 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21271)",Pass,5.0,5.3,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Libraries). Supported versions that are affected are Oracle Java SE: 7u321, 8u311, 11.0.13; Oracle GraalVM Enterprise Edition: 20.3.4 and 21.3.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized ability to cause a partial denial of service (partial DOS) of Oracle Java SE, Oracle GraalVM Enterprise Edition. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 5.3 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L).",jre-vuln-cve-2022-21271,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.311 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/OPatch/jre/lib/rt.jar)",2022-02-03,2022-05-01,43 Days,CVE-2022-21271,http://nvd.nist.gov/vuln/detail/CVE-2022-21271
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU January 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21349)",Pass,5.0,5.3,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: 2D). Supported versions that are affected are Oracle Java SE: 7u321, 8u311; Oracle GraalVM Enterprise Edition: 20.3.4 and 21.3.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized ability to cause a partial denial of service (partial DOS) of Oracle Java SE, Oracle GraalVM Enterprise Edition. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 5.3 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L).",jre-vuln-cve-2022-21349,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.311 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/OPatch/jre/lib/rt.jar)",2022-02-03,2022-05-01,43 Days,CVE-2022-21349,http://nvd.nist.gov/vuln/detail/CVE-2022-21349
Des Moines,10.10.0.96,,l1pdavc01.eservices.coop.org,"29,029",Red Hat Enterprise Linux,"Java CPU January 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21340)",Pass,5.0,5.3,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Libraries). Supported versions that are affected are Oracle Java SE: 7u321, 8u311, 11.0.13, 17.01; Oracle GraalVM Enterprise Edition: 20.3.4 and 21.3.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized ability to cause a partial denial of service (partial DOS) of Oracle Java SE, Oracle GraalVM Enterprise Edition. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 5.3 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L).",jre-vuln-cve-2022-21340,0,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 8.6


Vulnerable software installed: Oracle JRE 1.8.0.311 (/home/oracle/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/opt/app/u01/app/oracle/product/19c-1.0-1/dbhome_1/OPatch/jre/lib/rt.jar)",2022-02-03,2022-05-01,43 Days,CVE-2022-21340,http://nvd.nist.gov/vuln/detail/CVE-2022-21340
